t,mx,my,mz,E_total,Q,cx_nm,cy_nm
1.7527e-09,0.0740355551702,-0.0523496535826,0.0068128340943,2.36479973138e-18,0.428705856795,-97.5,97.5
1.7627e-09,0.0745889667172,-0.0518275579512,0.00681573904816,2.36487288837e-18,0.428699475393,-97.5,97.5
1.7727e-09,0.0751568657858,-0.0513035378987,0.00678251586087,2.36493593986e-18,0.428712450298,-97.5,97.5
1.7827e-09,0.0757259804393,-0.0507861023313,0.00672019453173,2.36499209411e-18,0.428747898362,97.5,97.5
1.7927e-09,0.0762841777397,-0.0502804704339,0.0066396625352,2.36504506658e-18,0.428806577168,97.5,97.5
1.8027e-09,0.076821830826,-0.04978812792,0.00655356141591,2.36509823233e-18,0.428885664971,97.5,97.5
1.8127e-09,0.0773325840688,-0.0493071764533,0.00647409811057,2.36515405947e-18,0.428978006779,97.5,97.5
1.8227e-09,0.077813549701,-0.0488332558568,0.00641118069418,2.36521387732e-18,0.429072352431,97.5,97.5
1.8327e-09,0.0782650633804,-0.0483607472496,0.00637117952186,2.36527791608e-18,0.429154880335,-97.5,97.5
1.8427e-09,0.0786901594072,-0.0478839808669,0.00635644232842,2.36534550633e-18,0.42921183668,-97.5,97.5
1.8527e-09,0.0790939062715,-0.047398239971,0.00636551619368,2.36541533988e-18,0.429232575385,-97.5,97.5
1.8627e-09,0.0794826924072,-0.0469004340776,0.00639390473889,2.36548573957e-18,0.429212002564,-97.5,97.5
1.8727e-09,0.0798635006787,-0.0463893874,0.00643513548601,2.36555492728e-18,0.429151662178,-97.5,97.5
1.8827e-09,0.0802431844614,-0.0458657489175,0.00648191661299,2.36562128686e-18,0.429059305775,-97.5,97.5
1.8927e-09,0.080627765217,-0.0453315880724,0.00652720011615,2.36568359355e-18,0.428947327132,-97.5,97.5
1.9027e-09,0.0810217951574,-0.0447897975573,0.00656502217797,2.36574115632e-18,0.428830598831,-97.5,97.5
1.9127e-09,0.0814278455711,-0.0442434652678,0.00659105135988,2.36579382666e-18,0.428724106527,-97.5,97.5
1.9227e-09,0.0818461805697,-0.0436953749107,0.00660283272054,2.36584186969e-18,0.4286406362,-97.5,97.5
1.9327e-09,0.082274661864,-0.043147738305,0.00659976359109,2.36588574887e-18,0.428588779706,97.5,97.5
1.9427e-09,0.0827089111465,-0.0426021712513,0.00658287006373,2.36592591451e-18,0.428571586812,97.5,97.5
1.9527e-09,0.0831427355247,-0.0420598376121,0.00655446954836,2.36596268323e-18,0.428586157267,97.5,97.5
1.9627e-09,0.0835687953232,-0.0415216383323,0.00651780069942,2.36599624829e-18,0.428624304672,97.5,97.5
1.9727e-09,0.0839794592616,-0.0409883287216,0.00647667655871,2.36602679411e-18,0.42867420085,97.5,97.5
1.9827e-09,0.0843677513022,-0.0404604992491,0.00643517729767,2.36605463796e-18,0.428722687714,-97.5,97.5
1.9927e-09,0.0847282562104,-0.039938425907,0.00639736215192,2.36608031265e-18,0.428757769511,-97.5,97.5
