t,mx,my,mz,E_total,E_exch_aJ,E_demag_aJ,E_zee_aJ
0,0.986629266584,-2.1144197504e-14,-6.60363402668e-16,5.27810072573e-18,0.0980005790564,0.605109357236,4.57499078944
